CO_MUNICIP,DS_NOME
313870,LUMINARIAS
352820,MACEDONIA
431170,MACHADINHO
421005,MACIEIRA
230763,MADALENA
313910,MADRE DE DEUS DE MINAS
290930,CORRENTINA
520580,CORUMBA DE GOIAS
270230,CORURIPE
500325,COSTA RICA
170600,COUTO MAGALHAES
250485,COXIXOLA
230420,CRATO
420460,CRICIUMA
351320,CRISTAIS PAULISTA
280170,CRISTINAPOLIS
351330,CRUZALIA
210312,CENTRAL DO MARANHAO
110005,CEREJEIRAS
430512,CERRITO
430520,CERRO LARGO
290770,CHORROCHO
311650,CLARO DOS POCOES
353150,MONTE AZUL PAULISTA
431250,MOSTARDAS
431261,MUITOS CAPOES
292260,NILO PECANHA
220610,MATIAS OLIMPIO
210663,MATOES DO NORTE
171320,MIRACEMA DO TOCANTINS
411390,MALLET
220595,MARCOLANDIA
150442,MARITUBA
291920,LAURO DE FREITAS
160030,MACAPA
220275,COLONIA DO GURGUEIA
250440,CONCEICAO
290820,CONCEICAO DA FEIRA
170560,CONCEICAO DO TOCANTINS
260380,CAPOEIRAS
220250,CARACOL
290689,CARAIBAS
311330,CARANGOLA
311340,CARATINGA
220253,CARAUBAS DO PIAUI
290700,CARDEAL DA SILVA
130110,CAREIRO
290710,CARINHANHA
170386,CARIRI DO TOCANTINS
410470,CARLOPOLIS
311390,CARMO DA CACHOEIRA
260392,CARNAUBEIRA DA PENHA
210280,CAROLINA
170389,CARRASCO BONITO
351080,CASA BRANCA
311500,CASCALHO RICO
430495,CASEIROS
250415,CASSERENGUE
510285,CASTANHEIRA
320140,CASTELO
290730,CASTRO ALVES
420400,CATANDUVAS
351040,CAPIVARI
260420,CATENDE
432380,XANGRI-LA
421960,XAVANTINA
130430,URUCARA
130440,URUCURITUBA
421900,URUSSANGA
110175,VALE DO ANARI
330610,VALENCA
355630,VALPARAISO
432255,VANINI
421910,VARGEAO
317075,VARJAO DE MINAS
330615,VARRE-SAI
241470,VARZEA
317080,VARZEA DA PALMA
293310,VARZEA DO POCO
221140,VARZEA GRANDE
317090,VARZELANDIA
320506,VENDA NOVA DO IMIGRANTE
510850,VERA
412855,VERA CRUZ DO OESTE
317103,VERDELANDIA
317115,VERMELHO NOVO
432285,VESPASIANO CORREA
270940,VICOSA
241500,VILA FLOR
432340,VILA MARIA
211285,VILA NOVA DOS MARTIRIOS
320520,VILA VELHA
150410,MAGALHAES BARATA
312210,DIVINO DAS LARANJEIRAS
312235,DIVISA ALEGRE
351410,DOIS CORREGOS
500348,DOIS IRMAOS DO BURITI
521480,NOVA AURORA
314467,NOVA BELEM
150495,NOVA ESPERANCA DO PIRIA
292273,NOVA FATIMA
510880,NOVA GUARITA
330350,NOVA IGUACU
150497,NOVA IPIXUNA
411710,NOVA LONDRINA
510622,NOVA MUTUM
411720,NOVA OLIMPIA
210735,NOVA OLINDA DO MARANHAO
251030,NOVA PALMEIRA
411722,NOVA SANTA ROSA
150500,NOVA TIMBOTEUA
110143,NOVA UNIAO
292300,NOVA VICOSA
353130,MONTE ALTO
521377,MONTIVIDIU DO NORTE
353190,MORRO AGUDO
314360,MORRO DA GARCA
431245,MORRO REDONDO
292180,MORTUGABA
230900,MUCAMBO
292200,MUCURI
250980,MULUNGU
292980,SAUDE
421555,SANTA HELENA
354170,QUATA
261120,POCAO
150550,PARAGOMINAS
150405,MAE DO RIO
270370,JARAMATAIA
320255,IBITIRAMA
410850,GENERAL CARNEIRO
250420,CATINGUEIRA
260230,BONITO
310560,BARBACENA
520010,ABADIANIA
310390,ARAUJOS
230565,IPAPORANGA
250350,CACIMBA DE DENTRO
420090,ANGELINA
412190,RIBEIRAO DO PINHAL
313400,ITINGA
291170,GUANAMBI
355730,ESTIVA GERBI
432035,SENTINELA DO SUL
432030,SELBACH
220940,SANTO ANTONIO DE LISBOA
320455,SANTA MARIA DE JETIBA
411780,PALMITAL
314300,MONTE BELO
313970,MARAVILHAS
210565,JUNCO DO MARANHAO
172080,SITIO NOVO DO TOCANTINS
231290,SOBRAL
221090,SOCORRO DO PIAUI
500793,SONORA
150790,SOURE
172085,SUCUPIRA
421775,SUL BRASIL
330570,SUMIDOURO
355260,TABAPUA
431937,SAO PEDRO DO BUTIA
221050,SAO PEDRO DO PIAUI
355080,SAO SEBASTIAO DA GRAMA
316480,SAO SEBASTIAO DO RIO PRETO
130395,SAO SEBASTIAO DO UATUMA
412610,SAO TOME
431970,SAO VALENTIM
431975,SAO VENDELINO
431980,SAO VICENTE DO SUL
292960,SAPEACU
412620,SAPOPEMA
211172,SATUBINHA
421750,SEARA
221063,SEBASTIAO LEAL
500780,SELVIRIA
316557,SENADOR AMARAL
316570,SENADOR FIRMINO
316590,SENADOR MODESTINO GONCALVES
330513,SAO JOSE DE UBA
251465,SAO JOSE DO BREJO DO CRUZ
354680,SANTA ISABEL
150650,SANTA IZABEL DO PARA
412380,SANTA IZABEL DO OESTE
320450,SANTA LEOPOLDINA
354690,SANTA LUCIA
292805,SANTA LUZIA
315780,SANTA LUZIA
270790,SANTA LUZIA DO NORTE
240933,SANTA MARIA
150658,SANTA MARIA DAS BARREIRAS
315810,SANTA MARIA DO SALTO
292670,RIO DE CONTAS
240895,RIO DO FOGO
171870,RIO DOS BOIS
261190,RIO FORMOSO
431560,RIO GRANDE
315530,RIO MANSO
500730,RIO NEGRO
315580,RIO POMBA
292700,RIO REAL
251290,RIO TINTO
354420,RIOLANDIA
354350,RIVERSUL
421520,ROMELANDIA
431630,ROQUE GONZALES
315645,ROSARIO DA LIMEIRA
270780,ROTEIRO
521890,RUBIATABA
311900,CORDISLANDIA
292205,MULUNGU DO MORRO
292220,MUNIZ FERREIRA
171395,MURICILANDIA
314410,MUZAMBINHO
314435,NAQUE
240810,NATAL
314440,NATERCIA
353230,NATIVIDADE DA SERRA
521440,NAZARIO
130300,NHAMUNDA
330320,NILOPOLIS
431237,MONTE ALEGRE DOS CAMPOS
250933,MATINHAS
210660,MATOES
330290,MIGUEL PEREIRA
230835,MILHA
431225,MINAS DO LEAO
352980,MINEIROS DO TIETE
411590,MIRADOR
260930,MIRANDIBA
353040,MIRASSOLANDIA
230840,MISSAO VELHA
353050,MOCOCA
314240,MOEMA
150470,MOJU
250950,MONTADAS
240780,MONTE ALEGRE
220660,MONTE ALEGRE DO PIAUI
421030,MAJOR VIEIRA
521840,PRESIDENTE KENNEDY (TRANSF. P/TO)
522080,SITIO NOVO DE GOIAS (TRANSF. P/TO)
522120,TOCANTINOPOLIS (TRANSF. P/TO)
520255,AUGUSTINOPOLIS (TRANSF. P/TO)
521488,NOVA OLINDA (TRANSF. P/TO)
521875,RIO SONO (TRANSF. P/TO)
432260,VENANCIO AIRES
432163,TRES ARROIOS
316630,SERICITA
421680,SAO JOSE DO CERRITO
431670,SANTA BARBARA DO SUL
231195,SALITRE
521870,RIANAPOLIS
421165,NOVO HORIZONTE
431265,NAO-ME-TOQUE
330205,ITALVA
291075,FATIMA
270255,ESTRELA DE ALAGOAS
290800,COARACI
150200,CACHOEIRA DO ARARI
430960,HORIZONTINA
430990,IBIRAIARAS
431085,JABOTICABA
431090,JACUTINGA
431275,NOVA ALVORADA
431306,NOVA HARTZ
431402,PARAISO DO SUL
431410,PASSO FUNDO
431610,RONDA ALTA
431673,SANTA CECILIA DO SUL
311120,CAMPO BELO
410410,CAMPO DO TENENTE
500270,CAMPO GRANDE
350960,CAMPO LIMPO PAULISTA
510267,CAMPO VERDE
510269,CANABRAVA DO NORTE
270160,CANAPI
290640,CANDEAL
110080,CANDEIAS DO JAMARI
430435,CANDIOTA
430450,CANGUCU
230280,CANINDE
420380,CANOINHAS
330110,CANTAGALO
220230,CANTO DO BURITI
150220,CAPANEMA
430463,CAPAO DA CANOA
280130,CAPELA
150230,CAPITAO POCO
500240,CAARAPO
220205,CABECEIRAS DO PIAUI
310950,CABO VERDE
430280,CACAPAVA DO SUL
520420,CACHOEIRA DE GOIAS
150195,CACHOEIRA DO PIRIA
210237,CACHOEIRA GRANDE
330080,CACHOEIRAS DE MACACU
290500,CACULE
290515,CAETANOS
354640,SANTA CRUZ DO RIO PARDO
354670,SANTA GERTRUDES
315770,SANTA JULIANA
292810,SANTA MARIA DA VITORIA
110026,RIO CRESPO
315500,RIO DOCE
431570,RIO PARDO
241100,RODOLFO FERNANDES
315640,ROMARIA
354430,ROSEIRA
354480,SALES
510775,SALTO DO CEU
292580,QUEIMADAS
231126,QUITERIANOPOLIS
315400,RAUL SOARES
431545,RELVADO
280580,RIACHAO DO DANTAS
292650,RIBEIRA DO AMPARO
231395,VARJOTA
293305,VARZEA DA ROCA
293317,VARZEDO
261600,VENTUROSA
221150,VERA MENDES
317110,VERISSIMO
317120,VESPASIANO
261630,VICENCIA
231410,VICOSA DO CEARA
421930,VIDEIRA
251720,VIEIROPOLIS
310320,ARACAI
310420,ARCOS
355230,SUD MENNUCCI
220117,BARRA D'ALCANTARA
110033,NOVA MAMORE
350080,ALFREDO MARCONDES
350130,ALVARES MACHADO
350550,BARRETOS
350715,BOM SUCESSO DE ITARARE
350900,CAIEIRAS
350920,CAJAMAR
351495,EMBAUBA
351518,ESPIRITO SANTO DO PINHAL
351530,ESTRELA DO NORTE
351760,GUAPIARA
351810,GUARANTA
351910,IACANGA
352270,ITAPOLIS
352310,ITAQUAQUECETUBA
352330,ITARIRI
352640,LARANJAL PAULISTA
352880,MARACAI
353030,MIRASSOL
353080,MOGI MIRIM
353200,MORUNGABA
353215,NANTES
353280,NOVA ALIANCA
353320,NOVA INDEPENDENCIA
353370,OCAUCU
292480,PIRITIBA
292640,RIACHO DE SANTANA
292665,RIBEIRAO DO LARGO
292720,RUY BARBOSA
292730,SALINAS DA MARGARIDA
292780,SANTA CRUZ DA VITORIA
292850,SANTA TERESINHA
292940,SAO MIGUEL DAS MATAS
292950,SAO SEBASTIAO DO PASSE
293130,TAPIRAMUTA
293300,VALENTE
293345,WANDERLEY
310285,ANGELANDIA
310410,ARCEBURGO
310520,BANDEIRA
310550,BARAO DE MONTE ALTO
120000,MUNICIPIO IGNORADO - AC
130000,MUNICIPIO IGNORADO - AM
510130,ARENAPOLIS
410185,ARIRANHA DO IVAI
230160,ASSARE
355650,VARZEA PAULISTA
317107,VEREDINHA
150800,TOME-ACU
432218,TUPANCI DO SUL
293260,URANDI
355410,TAUBATE
280740,TOBIAS BARRETO
330560,SILVA JARDIM
211160,SAO RAIMUNDO DAS MANGABEIRAS
430468,CAPELA DE SANTANA
290685,CAPELA DO ALTO ALEGRE
311240,CAPETINGA
290687,CAPIM GROSSO
311110,CAMPINA VERDE
410460,CAPITAO LEONIDAS MARQUES
250300,CAAPORA
520400,CABECEIRAS
260300,CABROBO
110060,CACAULANDIA
310970,CACHOEIRA DE MINAS
430300,CACHOEIRA DO SUL
350860,CACHOEIRA PAULISTA
320120,CACHOEIRO DE ITAPEMIRIM
250355,CACIMBAS
290510,CAEM
420310,CAIBI
290540,CAIRU
350925,CAJATI
350930,CAJOBI
260330,CALCADO
220209,CALDEIRAO GRANDE DO PIAUI
250390,CAMALAU
410360,CAMBARA
410370,CAMBE
330060,BOM JESUS DO ITABAPOANA
220191,BOM PRINCIPIO DO PIAUI
250230,BOM SUCESSO
420245,BOMBINHAS
354075,POTIM
412033,PRADO FERREIRA
171840,PRESIDENTE KENNEDY
521839,PROFESSOR JAMIL
251240,PUXINANA
353830,PIQUEROBI
315110,PIRAPETINGA
315130,PIRAUBA
411960,PITANGA
210890,POCAO DE PEDRAS
354010,PONGAI
510670,PONTE BRANCA
231100,PORANGA
210810,PAULO RAMOS
280500,PEDRA MOLE
320405,PEDRO CANARIO
431440,PELOTAS
421280,BALNEARIO PICARRAS
251160,PILOES
521570,PALMEIRAS DE GOIAS
330360,PARACAMBI
421223,PARAISO
353580,PARANAPANEMA
130340,PARINTINS
210790,PASSAGEM FRANCA
314795,PATIS
261060,PAUDALHO
411729,NOVO ITACOLOMI
220095,AROEIRAS DO ITAIM
431177,MAQUINE
521280,MARA ROSA
210632,MARACACUME
230765,MARACANAU
292060,MARAGOGIPE
431179,MARATA
270460,MARAVILHA
250905,MARCACAO
292080,MARCIONILIO SOUZA
320334,MARECHAL FLORIANO
411480,MARIALVA
314010,MARILAC
314040,MARMELOPOLIS
314050,MARTINHO CAMPOS
330240,MACAE
521260,MAIRIPOTABA
352570,JOSE BONIFACIO
411290,JUNDIAI DO SUL
411300,JUSSARA
171190,LAGOA DA CONFUSAO
260870,LAGOA DOS GATOS
431140,LAJEADO
500470,IVINHEMA
352430,JABOTICABAL
250730,JACARAU
510480,JACIARA
313490,JACUTINGA
230680,JAGUARIBARA
313507,JAMPRUCA
313520,JANUARIA
110030,VILHENA
317170,VIRGINIA
355690,VISTA ALEGRE DO ALTO
280750,TOMAR DO GERU
261540,TORITAMA
355465,TORRE DE PEDRA
261550,TRACUNHAEM
231350,TRAIRI
293180,TREMEDAL
330600,TRES RIOS
351400,DOBRADA
270250,DOIS RIACHOS
291010,DOM BASILIO
220340,DOM EXPEDITO LOPES
291020,DOM MACEDO COSTA
150275,CONCORDIA DO PARA
250460,CONDE
510335,CONFRESA
311800,CONGONHAS
311840,CONSELHEIRO PENA
410620,CONTENDA
430585,COQUEIROS DO SUL
330150,CORDEIRO
420435,CORDILHEIRA ALTA
410640,CORNELIO PROCOPIO
210360,COROATA
410645,CORONEL DOMINGOS SOARES
311980,CORREGO DANTA
312000,CORREGO NOVO
241230,SAO JOSE DO CAMPESTRE
431850,SAO JOSE DO NORTE
352150,IRAPUA
291440,IRAQUARA
411070,IRATI
420785,IRATI
411080,IRETAMA
320265,IRUPI
280300,ITABAIANINHA
291470,ITABERABA
313170,ITABIRA
330190,ITABORAI
351790,GUARACI
312825,GUARACIAMA
291180,GUARATINGA
351860,GUARIBA
420665,GUATAMBU
500410,GUIA LOPES DA LAGUNA
510420,GUIRATINGA
250650,GURJAO
351890,GUZOLANDIA
312920,HELIODORA
420670,HERVAL D'OESTE
351905,HOLAMBRA
351907,HORTOLANDIA
520990,IACIARA
312950,IBIA
420675,IBIAM
420680,IBICARE
230533,IBICUITINGA
311115,CAMPO AZUL
220217,CAMPO LARGO DO PIAUI
510268,CAMPOS DE JULIO
311190,CANA VERDE
290620,CANARANA
290660,CANDIBA
140017,CANTA
410450,CAPANEMA
311220,CAPELA NOVA
311250,CAPIM BRANCO
290480,CAATIBA
260290,CABO DE SANTO AGOSTINHO
310960,CACHOEIRA DA PRATA
410345,CAFELANDIA
220207,CAJAZEIRAS DO PIAUI
311050,CAMANDUCAIA
410380,CAMBIRA
270135,CAMPESTRE
350710,BOM JESUS DOS PERDOES
521930,SANTA HELENA DE GOIAS
521935,SANTA ISABEL
130360,SANTA ISABEL DO RIO NEGRO
251340,SANTA LUZIA
150655,SANTA LUZIA DO PARA
431690,SANTA MARIA
315800,SANTA MARIA DE ITABIRA
315820,SANTA MARIA DO SUACUI
315490,RIO CASCA
330440,RIO CLARO
350420,AURIFLAMA
210135,BACURITUBA
350470,BALBINOS
420208,BANDEIRANTE
350510,BARBOSA
210160,BARRA DO CORDA
290310,BARRA DO ROCHA
520320,BARRO ALTO
320010,AFONSO CLAUDIO
150034,AGUA AZUL DO NORTE
430020,AJURICABA
150040,ALENQUER
310170,ALMENARA
140005,ALTO ALEGRE
410070,ALTO PIQUIRI
310220,ALVARENGA
350150,ALVINLANDIA
500060,AMAMBAI
290100,AMARGOSA
350180,AMERICO DE CAMPOS
150070,ANAJAS
500080,ANAURILANDIA
240080,ANGICOS
420100,ANITA GARIBALDI
320410,PINHEIROS
315057,PINTOPOLIS
521710,PIRACANJUBA
315070,PIRAJUBA
315090,PIRANGUCU
290780,CICERO DANTAS
210325,CIDELANDIA
290790,CIPO
110006,COLORADO DO OESTE
510330,COMODORO
311520,CONCEICAO DA BARRA DE MINAS
250937,MATO GROSSO
314110,MATOZINHOS
250939,MATUREIA
130290,MAUES
230810,MAURITI
411585,MERCEDES
230820,MERUOCA
270520,MESSIAS
352970,MIGUELOPOLIS
210667,MILAGRES DO MARANHAO
521308,MINACU
521310,MINEIROS
314200,MIRABELA
314210,MIRADOURO
210675,MIRANDA DO NORTE
220650,MONSENHOR HIPOLITO
314270,MONTALVANIA
280420,MONTE ALEGRE DE SERGIPE
240725,MAJOR SALES
411400,MAMBORE
130255,MANAQUIRI
411420,MANDAGUARI
411435,MANFRINOPOLIS
210047,ALTO ALEGRE DO PINDARE
210090,ARAIOSES
210095,ARAME
210410,FORTALEZA DOS NOGUEIRAS
210535,ITAIPAVA DO GRAJAU
210637,MARANHAOZINHO
210770,PARAIBANO
210845,PERITORO
211000,SANTA LUZIA
211003,SANTA LUZIA DO PARUA
211027,SANTO AMARO DO MARANHAO
211120,SAO JOSE DE RIBAMAR
211157,SAO PEDRO DOS CRENTES
211170,SAO VICENTE FERRER
211190,SUCUPIRA DO NORTE
220027,ALEGRETE DO PIAUI
220177,BOA HORA
220240,CAPITAO DE CAMPOS
220277,COLONIA DO PIAUI
220327,CURRAL NOVO DO PIAUI
220330,DEMERVAL LOBAO
220440,GILBUES
140000,MUNICIPIO IGNORADO - RR
150000,MUNICIPIO IGNORADO - PA
160000,MUNICIPIO IGNORADO - AP
170000,MUNICIPIO IGNORADO - TO
210000,MUNICIPIO IGNORADO - MA
220000,MUNICIPIO IGNORADO - PI
230000,MUNICIPIO IGNORADO - CE
250000,MUNICIPIO IGNORADO - PB
260000,MUNICIPIO IGNORADO - PE
290000,MUNICIPIO IGNORADO - BA
410000,MUNICIPIO IGNORADO - PR
420253,BOM JESUS
310480,AUGUSTO DE LIMA
420190,AURORA
350430,AVAI
170290,AXIXA DO TOCANTINS
310490,BAEPENDI
290250,BAIANOPOLIS
220115,BAIXA GRANDE DO RIBEIRO
310500,BALDIM
410230,BALSA NOVA
350490,BANANAL
500150,BANDEIRANTES
430165,BARAO
240145,BARAUNA
130040,BARCELOS
250157,BARRA DE SANTANA
270060,BARRA DE SAO MIGUEL
510180,BARRA DO GARCAS
290300,BARRA DO MENDES
430187,BARRA DO QUARAI
430195,BARRA FUNDA
430180,BARRACAO
260140,BARREIROS
421160,NOVA VENEZA
171515,NOVO ALEGRE
421105,MONTE CARLO
353160,MONTE CASTELO
421110,MONTE CASTELO
171360,MONTE DO CARMO
351750,GUAPIACU
312700,FRONTEIRA
430940,GUAPORE
312530,FARIA LEMOS
260540,FEIRA NOVA
312560,FELISBURGO
270270,FELIZ DESERTO
210408,FERNANDO FALCAO
351565,FERNAO
312590,FERROS
170765,FIGUEIROPOLIS
291090,FIRMINO ALVES
420535,FLOR DO SERTAO
240380,FLORANIA
430820,FLORES DA CUNHA
410810,FLORIDA
420120,ANTONIO CARLOS
290190,APORA
290210,ARACI
170130,ARAGOMINAS
420130,ARAQUARI
250120,AREIAL
310445,ARICANDUVA
430110,ARROIO DOS RATOS
410210,ASTORGA
355660,VERA CRUZ
412865,VIRMOND
355475,TRABIJU
211245,TURILANDIA
316790,TABULEIRO
310820,BONFINOPOLIS DE MINAS
250240,BONITO DE SANTA FE
220194,BOQUEIRAO DO PIAUI
350720,BORA
250790,JURIPIRANGA
313690,JURUAIA
291850,JUSSARA
291860,JUSSIAPE
411310,KALORE
313700,LADAINHA
210594,LAGO DOS RODRIGUES
210592,LAGOA DO MATO
171195,LAGOA DO TOCANTINS
313753,LAGOA GRANDE
150370,ITUPIRANGA
352410,ITUVERAVA
411140,IVAI
411160,IVATUBA
260790,JABOATAO DOS GUARARAPES
411180,JACAREZINHO
313470,JACINTO
270350,JACUIPE
291770,JAGUARARI
411200,JAGUARIAIVA
291780,JAGUARIPE
220520,JAICOS
313510,JANAUBA
352500,JANDIRA
411220,JANIOPOLIS
430730,ERVAL SECO
250600,ESPERANCA
410754,ESPIGAO ALTO DO IGUACU
430755,ESTACAO
430783,EUGENIO DE CASTRO
312510,EXTREMA
260530,EXU
520753,FAINA
410657,CRUZEIRO DO IGUACU
410670,CRUZEIRO DO SUL
410685,CRUZMALTINA
250523,CUITE DE MAMANGUAPE
410690,CURITIBA
150280,CURRALINHO
250535,DAMIAO
520690,DAVINOPOLIS
510345,DENISE
430632,DERRUBADAS
250540,DESTERRO
430635,DEZESSEIS DE NOVEMBRO
410712,DIAMANTE DO SUL
354580,SANTA BARBARA D'OESTE
315730,SANTA BARBARA DO TUGURIO
292760,SANTA BRIGIDA
412320,SANTA CECILIA DO PAVAO
150640,SANTA CRUZ DO ARARI
210980,SANTA HELENA
292790,SANTA INES
412360,SANTA INES
240710,MACAIBA
431171,MACAMBARA
291980,MACAUBAS
330245,MACUCO
291992,MADRE DE DEUS
316100,SAO DOMINGOS DO PRATA
510785,SAO FELIX DO ARAGUAIA
241180,SAO FERNANDO
280690,SAO FRANCISCO
316120,SAO FRANCISCO DE PAULA
110149,SAO FRANCISCO DO GUAPORE
412395,SANTA MONICA
315960,SANTA RITA DO SAPUCAI
521950,SANTA ROSA DE GOIAS
431725,SANTA TEREZA
510777,SANTA TEREZINHA
412405,SANTA TEREZINHA DE ITAIPU
292800,SANTALUZ
431700,SANTANA DA BOA VISTA
211023,SANTANA DO MARANHAO
315900,SANTANA DO RIACHO
315910,SANTANA DOS MONTES
280660,SANTO AMARO DAS BROTAS
354780,SANTO ANDRE
521971,SANTO ANTONIO DA BARRA
292870,SANTO ANTONIO DE JESUS
354805,SANTO ANTONIO DO ARACANGUA
354570,SANTA ALBERTINA
412665,SULINA
412590,SAO PEDRO DO PARANA
172030,SAO SEBASTIAO DO TOCANTINS
510787,SAPEZAL
316550,SARDOA
522045,SENADOR CANEDO
261350,SAO JOSE DO BELMONTE
431848,SAO JOSE DO HORTENCIO
354990,SAO JOSE DOS CAMPOS
270850,SAO LUIS DO QUITUNDE
421710,SAO MARTINHO
412560,SAO MATEUS DO SUL
270860,SAO MIGUEL DOS CAMPOS
241270,SAO PEDRO
421620,SAO FRANCISCO DO SUL
316165,SAO GERALDO DO BAIXIO
316180,SAO GONCALO DO PARA
431840,SAO JERONIMO
520550,COLINAS DE GOIAS (TRANSF. P/TO)
521670,COLMEIA (TRANSF. P/TO)
520560,CONCEICAO DO NORTE (TRANSF. P/TO)
520600,COUTO DE MAGALHAES (TRANSF. P/TO)
520610,CRISTALANDIA (TRANSF. P/TO)
520700,DIANOPOLIS (TRANSF. P/TO)
520720,DOIS IRMAOS (TRANSF. P/TO)
520730,DUERE (TRANSF. P/TO)
520770,FILADELFIA (TRANSF. P/TO)
520820,FORMOSO DO ARAGUAIA (TRANSF. P/TO)
520900,GOIATINS (TRANSF. P/TO)
520930,GUARAI (TRANSF. P/TO)
521050,ITACAJA (TRANSF. P/TO)
313600,JOAIMA
240580,JOAO CAMARA
291530,ITAGIMIRIM
313220,ITAGUARA
260750,ITAIBA
420810,ITAIOPOLIS
521080,ITAJA
291540,ITAJU DO COLONIA
291560,ITAMARAJU
291570,ITAMARI
411100,ITAMBARACA
291580,ITAMBE
291590,ITANAGRA
313310,ITANHANDU
313330,ITAOBIM
291620,ITAPE
411120,ITAPEJARA D'OESTE
260770,ITAPETIM
352240,ITAPEVA
291660,ITAPITANGA
420845,ITAPOA
171110,ITAPORA DO TOCANTINS
316800,TAIOBEIRAS
172097,TALISMA
355330,TAMBAU
316805,TAPARUBA
412680,TAPEJARA
432110,TAPES
432120,TAQUARA
355370,TAQUARITINGA
521640,PARAUNA
240890,PARELHAS
220760,PARNAGUA
314760,PASSA QUATRO
251070,PASSAGEM
421225,PASSO DE TORRES
314790,PASSOS
210800,PASTOS BONS
411845,PATO BRAGADO
251080,PATOS
314820,PATROCINIO DO MURIAE
240930,PATU
171630,PAU D'ARCO
314830,PAULA CANDIDO
353640,PAULICEIA
431349,NOVO BARREIRO
410395,CAMPINA DO SIMAO
310770,BOM JESUS DO AMPARO
170330,BOM JESUS DO TOCANTINS
210207,BOM LUGAR
420260,BOM RETIRO
410320,BOM SUCESSO
220192,BONFIM DO PIAUI
430245,BOQUEIRAO DO LEAO
290410,BOQUIRA
350730,BORACEIA
250270,BORBOREMA
310850,BOTUMIRIM
420285,BRACO DO TROMBUDO
410865,GOIOXIM
312760,GOUVEIA
210450,GOVERNADOR ARCHER
210455,GOVERNADOR EDISON LOBAO
351730,GUAIMBE
130165,GUAJARA
312810,GUAPE
410910,GUAPOREMA
230430,FARIAS BRITO
410755,FAROL
220375,FARTURA DO PIAUI
170755,FATIMA
430805,FAXINALZINHO
291080,FEIRA DE SANTANA
312570,FELIXLANDIA
410773,FERNANDES PINHEIRO
351570,FERRAZ DE VASCONCELOS
520780,FIRMINOPOLIS
520790,FLORES DE GOIAS
291100,FLORESTA AZUL
220385,FLORESTA DO PIAUI
220390,FLORIANO
351600,FLORIDA PAULISTA
312610,FORMIGA
312620,FORMOSO
170825,FORTALEZA DO TABOCAO
410830,FOZ DO IGUACU
220400,FRANCINOPOLIS
312660,FRANCISCO DUMONT
290530,CAFARNAUM
350890,CAIABU
430340,CAICARA
240190,CAICARA DO RIO DO VENTO
350910,CAIUA
210240,CAJAPIO
210250,CAJARI
250370,CAJAZEIRAS
280530,PIRAMBU
315120,PIRAPORA
171720,PIRAQUE
521730,PIRENOPOLIS
231095,PIRES FERREIRA
315150,PIUMHI
431470,PLANALTO
510645,PLANALTO DA SERRA
251203,POCO DANTAS
315170,POCO FUNDO
421320,POMERODE
354020,PONTAL
171790,PONTE ALTA DO TOCANTINS
431478,PONTE PRETA
354030,PONTES GESTAL
315213,PONTO CHIQUE
292525,PONTO NOVO
412000,PORECATU
220780,PAULISTANA
353660,PAULO DE FARIA
220785,PAVUSSU
411750,PAICANDU
314660,PAIVA
421200,PALMA SOLA
220680,NOSSA SENHORA DOS REMEDIOS
431290,NOVA BASSANO
110014,NOVA BRASILANDIA D'OESTE
292270,NOVA CANAA
353284,NOVA CANAA PAULISTA
431301,NOVA CANDELARIA
210725,NOVA COLINAS
411690,NOVA ESPERANCA
353290,NOVA EUROPA
353300,NOVA GRANADA
353310,NOVA GUATAPORANGA
292275,NOVA IBIA
210730,NOVA IORQUE
420240,BLUMENAU
410300,BOA ESPERANCA
230240,BOA VIAGEM
250215,BOA VISTA
410305,BOA VISTA DA APARECIDA
430220,BOA VISTA DO BURICA
290380,BOA VISTA DO TUPIM
270100,BOCA DA MATA
310720,BOCAINA DE MINAS
410310,BOCAIUVA DO SUL
260200,BODOCO
330050,BOM JARDIM
430230,BOM JESUS
350530,BARRA BONITA
250170,BARRA DE SAO MIGUEL
430192,BARRA DO RIO AZUL
420210,BARRA VELHA
220120,BARRAS
260005,ABREU E LIMA
150020,ACARA
230030,ACOPIARA
520013,ACREUNA
350010,ADAMANTINA
290035,ADUSTINA
310060,AGUA BOA
270010,AGUA BRANCA
420040,AGUA DOCE
260050,AGUAS BELAS
310090,AGUAS FORMOSAS
310100,AGUAS VERMELHAS
410030,AGUDOS DO SUL
310120,AIURUOCA
312990,IBITIURA DE MINAS
312800,GUANHAES
312370,ENGENHEIRO CALDAS
430637,DILERMANDO DE AGUIAR
250480,COREMAS
410540,CHOPINZINHO
210290,CARUTAPERA
430440,CANELA
410340,CAFEARA
150170,BRAGANCA
310700,BIQUINHAS
420000,MUNICIPIO IGNORADO - SC
291110,FORMOSA DO RIO PRETO
410840,FRANCISCO BELTRAO
312400,ERVALIA
291060,ESPLANADA
312480,ESTRELA DO SUL
312070,CRUZEIRO DA FORTALEZA
520660,CUMARI
312125,DELTA
312150,DESTERRO DO MELO
220335,DIRCEU ARCOVERDE
430645,DOIS LAJEADOS
420510,DONA EMMA
311810,CONGONHAS DO NORTE
311890,CORDISBURGO
220285,CORONEL JOSE DIAS
110007,CORUMBIARA
312015,CRISOLITA
290970,CRISTOPOLIS
290980,CRUZ DAS ALMAS
351160,CESARIO LANGE
430537,CHARRUA
430544,CHUVISCA
311640,CLARAVAL
